Bedrooms,Bathrooms,SquareFootage,YearBuilt,GarageSpaces,LotSize,NeighborhoodQuality,SalePrice
5,1,2017,1968,1,3.7475492122318745,4,436403.2926965593
3,3,1856,1910,0,8.801812077449675,2,438121.325804205
3,1,2674,1955,0,0.6226186658194237,3,419039.85858123016
2,3,4129,1950,1,2.653561194711775,2,728287.0452624188
4,1,4128,1920,0,5.8854815643705924,3,750637.7226458456
1,1,4596,1998,3,3.8396514704721314,2,792127.4139081513
5,1,3739,1975,3,6.298586205524113,2,747021.1113500663
2,1,4191,1925,0,0.7290468373823349,2,656114.303914952
1,3,518,2014,1,1.6063598395762688,4,139067.15439093986
2,3,3903,1918,1,1.7074142820751728,1,610983.4444437202
3,2,3504,2008,0,2.2981946362020897,2,601823.0439196044
5,3,1632,1959,2,4.863648687605156,4,421806.027145437
1,1,3839,1970,3,7.645222645663926,1,718336.0012318736
1,2,3811,1946,2,9.10261896032456,1,796027.4190256407
1,2,3872,2018,1,8.436039037700338,2,772913.4692826101
1,2,1487,1970,1,2.370434781868994,3,298567.5845809581
1,1,3821,1925,2,4.690930246191008,3,645491.7774008351
2,3,673,1939,0,2.3944101787060825,3,171200.7765531285
5,1,4241,1904,2,3.0124822583383124,2,678815.9974252976
3,2,3552,1920,2,5.283696324362919,3,689006.8326175073
3,1,1226,1977,3,1.147035734873464,4,229803.26473818425
3,1,4260,1903,3,2.5726561311360956,4,673797.7045966294
3,3,2375,1922,2,9.386092532417614,4,644947.0759834046
2,3,4533,2005,2,4.928104780255645,4,865369.778379053
4,2,1489,1983,1,4.731171996789786,1,401033.8501428726
5,1,4244,1914,3,0.6383879701371495,4,696340.0443117904
1,1,3186,2013,3,2.850297597054285,3,568593.9379414257
4,3,919,2015,1,8.729778141830723,2,369774.3164002392
3,1,1093,2008,0,2.063970068457353,3,236258.8916835056
4,1,2274,1992,3,4.443686925579851,4,470019.75489845796
5,1,2959,1907,3,0.636143605736512,1,465619.99280386727
1,3,1435,1940,0,5.044187075870281,4,291054.0582931632
1,2,4308,2011,3,0.699700513899063,2,722055.9092728687
5,2,831,1918,3,8.286290754125098,3,382211.11877064814
5,1,3949,2011,0,8.336110791127485,2,833025.633898211
3,2,3202,2002,0,7.983550788872513,2,687826.2560811575
1,3,4506,1945,2,3.191958654465623,2,771724.8762690587
4,3,4368,1927,1,8.45375357310727,3,794080.6386523055
2,2,4700,2009,1,5.658482259750058,4,859573.7596475168
2,2,701,2020,0,4.051177034236523,2,200006.64330422197
5,1,2997,1990,0,6.440634617190214,3,631223.0055413612
3,2,2342,1967,3,0.6172399375735531,1,414145.3990347652
2,1,2366,1914,2,1.8581283372071455,3,367829.9532139544
1,1,2496,1998,2,7.5517886126174965,1,557733.1898645648
5,3,1409,1936,0,2.8195352828034537,3,322822.6844812427
4,3,4805,1900,3,6.181086614623121,4,930837.333278873
5,3,3689,1966,3,4.158474726818781,2,745179.9320475438
4,3,1270,2010,1,8.620654898592983,4,455837.4177227814
5,2,3655,1923,1,9.547945406968115,3,754521.0462980774
5,3,3001,1926,3,8.893864919516808,2,672691.3204126488
5,2,3214,1939,1,3.0708899495891684,1,605488.9991776986
4,3,4085,1962,0,2.3445472559377816,3,710139.2108077449
4,2,2128,1960,3,5.007131489396983,2,489076.76956610486
5,1,886,1935,1,0.5696744329437127,1,198743.50176316325
2,2,3921,1997,2,0.7451892322002265,1,619225.3152654592
3,2,4508,1992,3,5.7562610764185,4,895751.1061540949
3,3,4593,1923,3,5.444269339570217,3,872069.9314651293
3,2,4863,1923,2,9.94852889583497,1,904059.5723670083
4,1,2966,2005,0,2.4174974359557018,2,599077.2599418885
4,1,2782,1903,2,2.95198732702445,1,496374.15451752546
2,3,2356,1966,3,1.5786361020997235,1,434509.2645314206
3,1,2498,1933,0,9.216658591710575,4,573009.7274243347
3,2,1736,1956,1,7.889206822355282,4,429247.2705236373
5,1,4644,1948,1,8.31222155884005,2,912997.6400066398
4,3,1650,1986,1,9.076255985662833,4,484687.70825487387
3,2,4818,1952,3,5.486549873895464,1,932439.9858646743
2,3,1931,2019,2,4.786335318781875,1,466879.2112232975
2,2,2319,2015,0,3.638718999823357,4,483869.9562982877
3,1,2824,1922,1,6.0975388363046275,1,529399.1492347891
4,3,1630,2008,0,4.815644769503314,1,439725.2959874003
2,3,3158,1968,3,4.789873072752964,2,631682.9598675064
5,2,4000,1994,1,9.40081470544582,4,827220.0014008678
2,3,874,1952,3,9.848299385651737,1,376596.91971582855
1,2,2620,1961,2,8.066601698631018,4,628609.8106941838
1,2,4520,1940,3,7.689201857345819,2,876758.462797999
4,2,2521,1956,3,6.965302536901464,4,569481.6740153669
3,2,4205,2020,2,2.0777110971683803,1,701075.0779183443
